,OMRÅDE,PRISENHED,DRANST,FUNK1,ART,TID,INDHOLD
1097,Køge,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2668
1098,Kalundborg,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2383
1099,Guldborgsund,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2680
1100,Vesthimmerlands,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2577
1101,Brøndby,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,3168
1102,Fredensborg,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2843
1103,Esbjerg,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2762
1104,Vejle,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2569
1105,Odder,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2329
1106,Hedensted,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2453
1107,Storbykommuner,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2515
1108,Region Syddanmark,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2671
1109,Høje-Taastrup,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2739
1110,Halsnæs,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,3111
1111,Ringsted,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2565
1112,Vordingborg,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2492
1113,Svendborg,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2436
1114,Læsø,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2318
1115,Dragør,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2384
1116,Helsingør,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,3035
1117,Nordfyns,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2709
1118,Fanø,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2748
1119,Randers,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2475
1120,Morsø,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2749
1121,Lyngby-Taarbæk,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,3398
1122,Roskilde,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2895
1123,Slagelse,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2638
1124,Bornholm,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2649
1125,Herning,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2404
1126,Rebild,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2518
1127,Provinsbykommuner,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2665
1128,Region Hovedstaden,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2819
1129,Gentofte,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2521
1130,Hillerød,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2781
1131,Langeland,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2773
1132,Varde,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2652
1133,Holstebro,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2746
1134,Skive,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2464
1135,Mariagerfjord,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2537
1136,Rødovre,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,3034
1137,Solrød,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2618
1138,Stevns,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2886
1139,Middelfart,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2385
1140,Silkeborg,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2601
1141,Gladsaxe,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2722
1142,Hørsholm,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2540
1143,Ærø,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,3078
1144,Vejen,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2461
1145,Samsø,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,3042
1146,Jammerbugt,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2529
1147,Oplandskommuner,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2560
1148,Region Sjælland,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2617
1149,Ishøj,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,3105
1150,Gribskov,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2676
1151,Sorø,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2393
1152,Assens,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2469
1153,Lemvig,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2472
1154,Thisted,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2501
1155,Hele landet,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2659
1156,Glostrup,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,3048
1157,Rudersdal,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2798
1158,Haderslev,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2899
1159,Aabenraa,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2635
1160,Skanderborg,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2384
1161,Tårnby,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2553
1162,Odsherred,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2708
1163,Lejre,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2581
1164,Faaborg-Midtfyn,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2544
1165,Struer,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2561
1166,Viborg,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2644
1167,Aalborg,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2393
1168,Landkommuner,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2634
1169,København,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2737
1170,Herlev,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,3319
1171,Egedal,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2591
1172,Billund,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2870
1173,Fredericia,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2653
1174,Aarhus,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2394
1175,Region Nordjylland,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2519
1176,Vallensbæk,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2504
1177,Holbæk,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2447
1178,Lolland,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2910
1179,Kerteminde,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2416
1180,Syddjurs,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,3021
1181,Brønderslev,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2508
1182,Hjørring,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2707
1183,Frederiksberg,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,3148
1184,Albertslund,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2598
1185,Frederikssund,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2695
1186,Sønderborg,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2754
1187,Horsens,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2775
1188,Norddjurs,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,3008
1189,Ikast-Brande,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2382
1190,Furesø,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2507
1191,Greve,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2601
1192,Faxe,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2545
1193,Næstved,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2467
1194,Nyborg,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2590
1195,Frederikshavn,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2599
1196,Hovedstadskommuner,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2807
1197,Region Midtjylland,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,2526
1198,Ballerup,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2008,3210
1199,Rebild,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4510
1200,Storbykommuner,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4318
1201,Mariagerfjord,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4654
1202,Thisted,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4786
1203,Provinsbykommuner,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4824
1204,Jammerbugt,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4823
1205,Viborg,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4758
1206,Aalborg,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4263
1207,Oplandskommuner,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4886
1208,Brønderslev,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4561
1209,Hjørring,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4898
1210,Frederikshavn,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4881
1211,Landkommuner,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,5027
1212,Vesthimmerlands,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4847
1213,Hovedstadskommuner,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4912
1214,Læsø,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4210
1215,Kerteminde,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,5191
1216,Lolland,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,6295
1217,Nyborg,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4960
1218,Egedal,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4613
1219,Holbæk,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4678
1220,Frederikssund,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,5277
1221,Næstved,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4881
1222,Odense,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4582
1223,Faxe,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,5110
1224,Greve,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4578
1225,Guldborgsund,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,5143
1226,Kalundborg,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4775
1227,Køge,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4663
1228,Vordingborg,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,5276
1229,Ringsted,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,5024
1230,Nordfyns,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,5155
1231,Halsnæs,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,5786
1232,Bornholm,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,5060
1233,Ærø,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,5139
1234,Slagelse,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,5054
1235,Billund,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4974
1236,Roskilde,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4838
1237,Stevns,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4794
1238,Middelfart,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4940
1239,Solrød,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4615
1240,Sorø,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4946
1241,Assens,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4882
1242,Svendborg,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4883
1243,Langeland,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,5885
1244,Gribskov,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,5278
1245,Lejre,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4934
1246,Faaborg-Midtfyn,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,5119
1247,Haderslev,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4928
1248,Odsherred,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,5335
1249,Tårnby,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,5051
1250,Gladsaxe,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,5372
1251,Region Sjælland,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4977
1252,Glostrup,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,5392
1253,Vallensbæk,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,5022
1254,Hele landet,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4834
1255,Herlev,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,5511
1256,Furesø,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4811
1257,København,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4637
1258,Allerød,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4492
1259,Region Nordjylland,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4589
1260,Albertslund,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,5182
1261,Frederiksberg,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4655
1262,Hvidovre,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,5255
1263,Fredensborg,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4790
1264,Region Midtjylland,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4566
1265,Ballerup,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,6292
1266,Hillerød,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,5048
1267,Høje-Taastrup,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,5377
1268,Rudersdal,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4970
1269,Brøndby,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,5859
1270,Region Syddanmark,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4936
1271,Lyngby-Taarbæk,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4936
1272,Dragør,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4690
1273,Rødovre,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,5366
1274,Helsingør,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,5253
1275,Region Hovedstaden,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4974
1276,Gentofte,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4689
1277,Ishøj,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,5487
1278,Hørsholm,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,5409
1279,Skanderborg,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4391
1280,Fredericia,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4982
1281,Sønderborg,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,5332
1282,Syddjurs,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,5648
1283,Aarhus,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4194
1284,Horsens,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4766
1285,Tønder,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,5160
1286,Kolding,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4781
1287,Norddjurs,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,5299
1288,Ikast-Brande,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4447
1289,Esbjerg,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,5206
1290,Vejle,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4567
1291,Favrskov,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4379
1292,Ringkøbing-Skjern,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4492
1293,Fanø,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,6280
1294,Odder,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4462
1295,Hedensted,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4308
1296,Varde,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4851
1297,Herning,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4210
1298,Randers,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,5044
1299,Morsø,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4848
1300,Vejen,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4875
1301,Holstebro,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4601
1302,Silkeborg,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4662
1303,Skive,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4848
1304,Aabenraa,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,5379
1305,Lemvig,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,4921
1306,Samsø,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,5025
1307,Struer,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2017,5021
1308,Horsens,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2018,5003
1309,Norddjurs,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2018,5647
1310,Ringkøbing-Skjern,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2018,4955
1311,Vesthimmerlands,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2018,5298
1312,Favrskov,"Pr. indbygger, løbende priser (kr.)",1 Driftskonti,4 Sundhedsområdet,I alt (netto),2018,4617
